strategy,game_id,round,coop_rate,avg_capital,high_risk_ratio,gini
static,118,1,0.6600000262260437,10.263999938964844,0.0,0.014996102079749107
static,119,1,0.7799999713897705,10.311999320983887,0.0,0.012692012824118137
static,120,1,0.7200000286102295,10.287999153137207,0.0,0.01738724857568741
static,121,1,0.800000011920929,10.319998741149902,0.0,0.01150387991219759
static,122,1,0.6200000047683716,10.24799919128418,0.0,0.012412179261446
static,123,1,0.6800000071525574,10.272000312805176,0.0,0.014065422117710114
static,124,1,0.6600000262260437,10.263999938964844,0.0,0.01725643314421177
static,125,1,0.7200000286102295,10.288000106811523,0.0,0.010824264958500862
static,126,1,0.7799999713897705,10.312000274658203,0.0,0.01425912044942379
static,127,1,0.699999988079071,10.279999732971191,0.0,0.015782102942466736
static,128,1,0.6200000047683716,10.248000144958496,0.0,0.013177207671105862
static,129,1,0.699999988079071,10.279999732971191,0.0,0.012389110401272774
static,130,1,0.699999988079071,10.279999732971191,0.0,0.014443582855165005
static,131,1,0.7799999713897705,10.311999320983887,0.0,0.014972850680351257
static,132,1,0.6600000262260437,10.263998985290527,0.0,0.015946999192237854
static,133,1,0.7599999904632568,10.303999900817871,0.0,0.015512426383793354
static,134,1,0.7599999904632568,10.303998947143555,0.0,0.012919259257614613
static,135,1,0.6800000071525574,10.27199935913086,0.0,0.01459502149373293
static,136,1,0.699999988079071,10.279999732971191,0.0,0.015626460313796997
static,137,1,0.8600000143051147,10.343999862670898,0.0,0.01090487465262413
static,138,1,0.699999988079071,10.279999732971191,0.0,0.014428017660975456
static,139,1,0.8399999737739563,10.335999488830566,0.0,0.01151703204959631
static,140,1,0.7799999713897705,10.311999320983887,0.0,0.011311100795865059
static,141,1,0.6800000071525574,10.27199935913086,0.0,0.01362928468734026
static,142,1,0.6200000047683716,10.248000144958496,0.0,0.01786104589700699
static,143,1,0.8199999928474426,10.32800006866455,0.0,0.013477925211191177
static,144,1,0.7599999904632568,10.303999900817871,0.0,0.01394409965723753
static,145,1,0.7799999713897705,10.311999320983887,0.0,0.010907684452831745
static,146,1,0.800000011920929,10.319999694824219,0.0,0.009534887969493866
static,147,1,0.7200000286102295,10.288000106811523,0.0,0.0139657873660326
static,148,1,0.699999988079071,10.279999732971191,0.0,0.013229576870799065
static,149,1,0.7799999713897705,10.312000274658203,0.0,0.013266101479530334
static,150,1,0.699999988079071,10.279999732971191,0.0,0.015112838707864285
static,151,1,0.800000011920929,10.319999694824219,0.0,0.01175194326788187
static,152,1,0.7200000286102295,10.287999153137207,0.0,0.011399694718420506
static,153,1,0.6399999856948853,10.255999565124512,0.0,0.014508583582937717
static,154,1,0.7200000286102295,10.287999153137207,0.0,0.012037329375743866
static,155,1,0.7200000286102295,10.287999153137207,0.0,0.015427685342729092
static,156,1,0.6800000071525574,10.27199935913086,0.0,0.013068538159132004
